Well,Cycle,Target Name,Rn
D5,38,gene,178378.2656
D5,39,gene,193047.1094
D5,40,gene,211065.9688
D5,41,gene,229416.4375
D5,42,gene,247220.25
D5,43,gene,264577.6875
D5,44,gene,281124.1563
D5,45,gene,295476.6563
D6,1,gene,104488.3828
D6,2,gene,101910.8828
D6,3,gene,101186.0859
D6,4,gene,101194.2734
D6,5,gene,100915.7422
D6,6,gene,100669.6875
D6,7,gene,100773.0938
D6,8,gene,100917.6406
D6,9,gene,100369.8594
D6,10,gene,100281.625
D6,11,gene,100671.3438
D6,12,gene,99932.39063
D6,13,gene,99774.66406
D6,14,gene,99860.65625
D6,15,gene,99549.08594
D6,16,gene,99840.99219
D6,17,gene,99548.28906
D6,18,gene,99839.14063
D6,19,gene,99629.20313
D6,20,gene,99744.35938
D6,21,gene,99690.54688
D6,22,gene,99435.82813
D6,23,gene,99252.17188
D6,24,gene,99624.03125
D6,25,gene,99653.40625
D6,26,gene,99567.01563
D6,27,gene,99555.73438
D6,28,gene,99263.0625
D6,29,gene,99833.97656
D6,30,gene,99948.48438
D6,31,gene,100446.8281
D6,32,gene,101487.2969
D6,33,gene,102848.1641
D6,34,gene,105249.7344
D6,35,gene,110342.9922
D6,36,gene,119507.5156
D6,37,gene,136979.625
D6,38,gene,165602.2656
D6,39,gene,200571.9688
D6,40,gene,234711.5313
D6,41,gene,269885.125
D6,42,gene,303411.375
D6,43,gene,336579.7188
D6,44,gene,365008.5313
D6,45,gene,389442.0938
E1,1,gene,63740.48047
E1,2,gene,63764.96484
E1,3,gene,64115.08203
E1,4,gene,64858
E1,5,gene,64446.44141
E1,6,gene,64781.41406
E1,7,gene,64735.28906
E1,8,gene,64876.42969
E1,9,gene,64728.23828
E1,10,gene,64465.29688
E1,11,gene,64779.15625
E1,12,gene,64739.40234
E1,13,gene,64614.85156
E1,14,gene,65078.89844
E1,15,gene,64332.84375
E1,16,gene,64895.14844
E1,17,gene,64443.11328
E1,18,gene,64475.19141
E1,19,gene,64509.83594
E1,20,gene,64486.92969
E1,21,gene,64622.90625
E1,22,gene,64848.02344
E1,23,gene,64469.70703
E1,24,gene,64935.12109
E1,25,gene,64744.71094
E1,26,gene,64640.72266
E1,27,gene,64001.10938
E1,28,gene,64425.30469
E1,29,gene,64315.62891
E1,30,gene,64398.75
E1,31,gene,64117.76953
E1,32,gene,64636.3125
E1,33,gene,64804.12891
E1,34,gene,64358.69922
E1,35,gene,64094.28125
E1,36,gene,64475.79688
E1,37,gene,64430.76953
E1,38,gene,64420.18359
E1,39,gene,63768.48438
E1,40,gene,64504.22266
E1,41,gene,64296.02734
E1,42,gene,63854.96484
E1,43,gene,63723.40625
E1,44,gene,63729.89844
E1,45,gene,64355.80469
E2,1,gene,51082.03125
E2,2,gene,51222.45703
E2,3,gene,51259.82813
E2,4,gene,51561.39844
E2,5,gene,51747.35938
E2,6,gene,51308.99609
E2,7,gene,51754.40625
E2,8,gene,51722.86719
E2,9,gene,51681.67578
E2,10,gene,51539.24609
E2,11,gene,51869.04297
E2,12,gene,50993.23828
E2,13,gene,51410.48047
E2,14,gene,51629.21875
E2,15,gene,51696.59375
E2,16,gene,51592.66406
E2,17,gene,51332.17188
E2,18,gene,51802.95313
E2,19,gene,51593.65625
E2,20,gene,51230.83984
E2,21,gene,51531.98828
E2,22,gene,51307.30078
E2,23,gene,51488.03906
E2,24,gene,51608.41016
E2,25,gene,51008.01563
E2,26,gene,51238.21484
E2,27,gene,51076.78125
E2,28,gene,50715.46875
E2,29,gene,51266.64453
E2,30,gene,51044.46484
E2,31,gene,51462.44531
E2,32,gene,51015.30469
E2,33,gene,51395.41016
E2,34,gene,51255.99609
E2,35,gene,51121.10547
E2,36,gene,51368.03906
E2,37,gene,51303.33203
E2,38,gene,51371.19531
E2,39,gene,51127.72656
E2,40,gene,50854.75391
E2,41,gene,50975.48047
E2,42,gene,50655.29688
E2,43,gene,51006.85156
E2,44,gene,50842.61719
E2,45,gene,51087.87109
E3,1,gene,108149.2813
E3,2,gene,107286.8906
E3,3,gene,107113.3203
E3,4,gene,106982.7031
E3,5,gene,107262.3125
E3,6,gene,106711.1641
E3,7,gene,106451.1484
E3,8,gene,107220.6953
E3,9,gene,106591.8516
E3,10,gene,106700.3203
E3,11,gene,107101.9141
E3,12,gene,106726.6406
E3,13,gene,106388.7109
E3,14,gene,106758.9609
E3,15,gene,106307.1641
E3,16,gene,106583.625
E3,17,gene,106625.9688
E3,18,gene,106523.8047
E3,19,gene,106181.2969
E3,20,gene,106321.5078
E3,21,gene,105693.1875
E3,22,gene,105399.4219
E3,23,gene,106791.5391
E3,24,gene,106149.6328
E3,25,gene,105862.8594
E3,26,gene,105472.2344
E3,27,gene,105813.2266
E3,28,gene,105857.9609
E3,29,gene,105135.3047
E3,30,gene,105515.7813
E3,31,gene,105702.7109
E3,32,gene,105609.0313
E3,33,gene,105314.8984
E3,34,gene,105526.1406
E3,35,gene,104939.4453
E3,36,gene,105676.7031
E3,37,gene,105227.3516
E3,38,gene,105139.4688
E3,39,gene,104895.4531
E3,40,gene,105457.1797
E3,41,gene,104921.7109
E3,42,gene,105033.8281
E3,43,gene,104761.3281
E3,44,gene,104680.25
E3,45,gene,105035.2969
E4,1,gene,101089.4844
E4,2,gene,100328.8203
E4,3,gene,99862.60156
E4,4,gene,99831.79688
E4,5,gene,100265.4453
E4,6,gene,99861.05469
E4,7,gene,99595.94531
E4,8,gene,99823.60156
E4,9,gene,99824.14063
E4,10,gene,99731.94531
E4,11,gene,99925.92188
E4,12,gene,100213.4531
E4,13,gene,99794.625
E4,14,gene,100427.2656
E4,15,gene,100943.2734
E4,16,gene,100721
E4,17,gene,100510.9453
E4,18,gene,100422.8047
E4,19,gene,101390.1641
E4,20,gene,100480.4375
E4,21,gene,101029.3906
E4,22,gene,100460.7891
E4,23,gene,101227.9844
E4,24,gene,100766.6016
E4,25,gene,101484.0078
E4,26,gene,101152.4375
E4,27,gene,100725.3125
E4,28,gene,101647.6953
E4,29,gene,101606.0313
E4,30,gene,102011.9375
E4,31,gene,101727.5156
E4,32,gene,101728.4688
E4,33,gene,101676.2188
E4,34,gene,101570.1484
E4,35,gene,101598.9531
E4,36,gene,102700.4063
E4,37,gene,103316.5156
E4,38,gene,104490.3047
E4,39,gene,105467.0625
E4,40,gene,109318.7109
E4,41,gene,114762.1641
E4,42,gene,125862.1172
E4,43,gene,145030.9063
E4,44,gene,178250.2031
E4,45,gene,226314.3438
E5,1,gene,89941.46875
E5,2,gene,88869.10938
E5,3,gene,88256.78906
E5,4,gene,89083.73438
E5,5,gene,88703.25781
E5,6,gene,88616.17188
E5,7,gene,88355.25
E5,8,gene,88319.75781
E5,9,gene,88662.97656
E5,10,gene,89499.00781
E5,11,gene,89630.57031
E5,12,gene,89495.0625
E5,13,gene,89486.4375
E5,14,gene,88606.75
E5,15,gene,89297.52344
E5,16,gene,90195.32031
E5,17,gene,89580.03906
E5,18,gene,89868.89063
E5,19,gene,90203.67969
E5,20,gene,89773.5625
E5,21,gene,90272.47656
E5,22,gene,90368.84375
E5,23,gene,90572.99219
E5,24,gene,90755.34375
E5,25,gene,91351.22656
E5,26,gene,91337.08594
E5,27,gene,91177.32031
E5,28,gene,91700.67969
E5,29,gene,92818.625
E5,30,gene,93050.79688
E5,31,gene,94304.08594
E5,32,gene,96350.28906
E5,33,gene,100521.8281
E5,34,gene,107865.3359
E5,35,gene,121364.3438
E5,36,gene,145787.6875
E5,37,gene,182954.3125
E5,38,gene,229570.3281
E5,39,gene,260776.0469
E5,40,gene,270517.4375
E5,41,gene,291136.6563
E5,42,gene,315395.9688
E5,43,gene,340116.125
E5,44,gene,367446.6875
E5,45,gene,389465.625
E6,1,gene,124195.6016
E6,2,gene,122881.8672
E6,3,gene,122462.1016
E6,4,gene,122525.9219
E6,5,gene,121818.6953
E6,6,gene,122300.8672
E6,7,gene,122467.2031
E6,8,gene,121900.0156
E6,9,gene,121739.6172
E6,10,gene,121018.9219
E6,11,gene,120850.9297
E6,12,gene,121454.6172
E6,13,gene,120958.0313
E6,14,gene,120932.5469
E6,15,gene,120694.25
E6,16,gene,120564.3984
E6,17,gene,119822.5938
E6,18,gene,120685.6328
E6,19,gene,119722.1719
E6,20,gene,120115.4844
E6,21,gene,120625.3359
E6,22,gene,120134.0469
E6,23,gene,119522.1641
E6,24,gene,119657.9219
E6,25,gene,119042.0781
E6,26,gene,119395.9531
E6,27,gene,119572.8047
E6,28,gene,118789.0234
E6,29,gene,118581.2188
E6,30,gene,118266.3672
E6,31,gene,118796.5078
E6,32,gene,117858.4609
E6,33,gene,118017.3672
E6,34,gene,118632.7734
E6,35,gene,118168.0234
E6,36,gene,117849.9141
E6,37,gene,117593.4063
E6,38,gene,117622.3672
E6,39,gene,117496.4063
E6,40,gene,117353.5938
E6,41,gene,117030.3516
E6,42,gene,116479.4063
E6,43,gene,116001.8359
E6,44,gene,116509.2578
E6,45,gene,116794.2578
